policyholder_age,occupation,region,schufa_score,customer_since_years,vehicle_value,vehicle_type,coverage_type,number_of_prior_claims,claim_amount,police_report,witnesses_present,reporting_delay_days,fraud
61,Student,PLZ_05,490,16,72548.80954568589,Mid-range,Liability,0,8232.506701887109,1,0,14,0
46,Student,PLZ_06,487,19,22477.01277480295,Luxury,Comprehensive,2,14991.715286408184,1,1,43,1
52,Student,PLZ_01,703,4,37584.08474115678,Compact,Comprehensive,3,6347.299983051959,1,0,28,0
52,Student,PLZ_02,460,9,69377.04819521689,Mid-range,Partial coverage,4,11554.35446036117,0,0,60,0
58,Employed,PLZ_09,724,19,28410.8201184252,Mid-range,Partial coverage,0,14449.803726061586,1,1,7,0
59,Employed,PLZ_03,742,27,19165.546809758667,SUV,Liability,3,15034.277266190385,0,0,0,0
60,Student,PLZ_02,687,9,3480.9000130874233,Luxury,Comprehensive,2,6572.999448253026,1,1,51,1
36,Employed,PLZ_05,487,13,76140.42244423242,Sports car,Comprehensive,3,2105.0161143681457,1,0,30,0
52,Unemployed,PLZ_10,562,7,32965.118170193724,Compact,Liability,3,14568.81121251193,0,1,30,1
44,Self-employed,PLZ_05,671,15,71287.07448995062,Sports car,Comprehensive,3,13844.926900293816,1,0,21,0
53,Student,PLZ_06,761,16,35414.83141338061,Mid-range,Liability,0,4983.793567992825,1,1,6,0
50,Employed,PLZ_03,660,16,70716.85616647071,SUV,Liability,0,2458.676621243913,1,1,0,0
55,Employed,PLZ_05,575,0,9201.815008200003,Luxury,Comprehensive,5,4087.414037514907,0,1,4,1
58,Self-employed,PLZ_05,708,23,35835.40822281788,Compact,Partial coverage,0,7028.218645800208,1,1,2,0
58,Unemployed,PLZ_08,768,9,35996.32991321421,Luxury,Partial coverage,1,3469.772865133615,1,0,25,0
47,Self-employed,PLZ_05,676,5,77910.23638514822,Luxury,Liability,4,2144.6834067368095,1,0,10,0
30,Student,PLZ_01,728,8,39955.02478716804,Luxury,Partial coverage,0,14681.60128397725,1,0,21,0
42,Student,PLZ_01,395,1,9272.022973020445,Sports car,Partial coverage,3,34990.708967153136,0,0,60,1
44,Student,PLZ_01,499,13,72732.00564854957,Luxury,Comprehensive,4,3472.156685145712,0,0,40,0
61,Unemployed,PLZ_09,672,24,76024.84398065091,Mid-range,Comprehensive,0,6410.546458307841,1,1,0,0
45,Self-employed,PLZ_07,797,23,33240.51176314348,Mid-range,Partial coverage,1,7136.733350874225,1,0,20,0
43,Unemployed,PLZ_03,713,16,63934.80756665686,Mid-range,Comprehensive,0,14940.140110278224,1,1,13,0
63,Employed,PLZ_10,772,19,6497.120193264693,SUV,Liability,0,6898.951164625893,1,1,32,0
42,Unemployed,PLZ_02,496,7,33035.59816355572,SUV,Comprehensive,2,5715.277885166989,1,0,34,0
54,Unemployed,PLZ_02,575,23,41369.96851858355,Luxury,Liability,3,28657.72699492664,0,0,28,0
43,Student,PLZ_06,620,16,69831.37482523483,Compact,Partial coverage,2,10315.721416342933,1,0,39,0
57,Self-employed,PLZ_06,848,16,8976.694150473146,SUV,Partial coverage,0,13775.713767075924,1,1,17,0
39,Employed,PLZ_06,530,19,33129.29786629639,Sports car,Comprehensive,1,14523.308468543979,0,0,36,1
38,Unemployed,PLZ_02,377,20,41517.87868610754,Mid-range,Comprehensive,3,1249.528732710029,0,0,11,0
57,Self-employed,PLZ_07,442,5,53645.36708935001,Luxury,Comprehensive,2,11088.773142285672,0,1,36,0
41,Self-employed,PLZ_10,635,3,9153.131651318481,Sports car,Liability,2,10075.860278931603,0,0,17,0
58,Student,PLZ_03,528,10,23226.308991661434,Sports car,Partial coverage,1,3000.9265848165674,1,1,43,0
61,Self-employed,PLZ_01,582,30,4549.684875639847,Compact,Comprehensive,0,2967.839299952376,1,0,5,0
36,Self-employed,PLZ_03,543,4,12693.719074999593,Mid-range,Comprehensive,4,19894.088929646616,1,1,44,1
29,Employed,PLZ_06,331,26,40110.30901500719,Mid-range,Comprehensive,0,10243.269376635839,1,1,13,0
80,Self-employed,PLZ_07,499,3,19563.90172366104,SUV,Liability,2,15895.115273424586,0,1,29,0
40,Unemployed,PLZ_10,464,5,38879.220017875195,SUV,Comprehensive,1,20969.928536013234,1,0,21,0
58,Employed,PLZ_03,441,20,63362.773088,Sports car,Liability,0,1563.5135451067677,0,0,10,1
80,Self-employed,PLZ_10,623,28,30907.41357770473,Sports car,Liability,0,13332.181834293662,1,0,0,0
63,Student,PLZ_08,509,19,58128.488248780355,Sports car,Comprehensive,1,19773.644110451005,0,0,26,0
45,Employed,PLZ_03,648,19,61553.720701135775,Mid-range,Liability,0,10748.95536977622,1,1,21,1
39,Employed,PLZ_06,602,1,43511.73746766836,Sports car,Partial coverage,2,12556.36273476715,1,0,58,0
34,Self-employed,PLZ_02,522,18,22647.05278185995,Mid-range,Liability,2,5984.002944355203,0,0,20,0
55,Student,PLZ_09,448,10,64005.84599259766,SUV,Partial coverage,3,5804.471201266859,0,0,48,0
55,Employed,PLZ_07,522,10,30893.63832983047,Compact,Partial coverage,2,16416.43392968554,0,0,23,0
45,Self-employed,PLZ_08,531,18,47598.22353081219,SUV,Liability,0,9957.634985516399,1,1,31,0
33,Self-employed,PLZ_02,464,21,39921.95792022544,Mid-range,Liability,1,28186.85627289698,1,0,35,1
29,Unemployed,PLZ_10,421,16,50457.129680082755,Mid-range,Partial coverage,1,6540.09727154322,0,1,39,0
69,Employed,PLZ_04,523,3,68314.23654287221,SUV,Liability,1,5102.448129535884,1,0,13,0
53,Employed,PLZ_08,786,22,29009.33190341074,SUV,Comprehensive,0,12121.734532534669,0,1,37,0
54,Employed,PLZ_09,543,21,73383.56077422296,Mid-range,Liability,1,12615.197140547747,0,1,3,0
29,Employed,PLZ_04,300,5,9591.204523860868,Luxury,Comprehensive,2,21678.163938966285,1,1,46,1
38,Self-employed,PLZ_06,666,24,21612.97505196525,SUV,Liability,0,15241.387777957225,1,1,5,0
58,Self-employed,PLZ_05,368,10,73645.88974616029,Sports car,Liability,3,11390.397577457245,1,0,47,0
55,Unemployed,PLZ_06,662,4,6060.991069815052,SUV,Liability,1,4662.158572466965,1,0,14,0
70,Self-employed,PLZ_03,677,17,37539.804056689965,Compact,Partial coverage,0,3715.745348515567,1,0,0,0
38,Student,PLZ_05,534,7,21528.986520477567,Mid-range,Partial coverage,3,45721.885061684254,1,0,23,1
42,Student,PLZ_07,552,10,63285.834892689,Compact,Liability,2,7680.67585285767,0,0,32,0
54,Self-employed,PLZ_04,487,6,7887.694696680657,Compact,Comprehensive,4,47478.52427365149,1,0,34,1
56,Employed,PLZ_05,406,16,11020.46359168752,Luxury,Partial coverage,2,10924.026985716879,0,0,43,0
51,Employed,PLZ_06,468,1,13447.181765058047,SUV,Comprehensive,3,8081.118281220723,0,0,57,0
42,Student,PLZ_09,668,19,25934.488230428007,Sports car,Partial coverage,3,4019.5238244333773,0,0,31,0
60,Self-employed,PLZ_09,790,19,68743.76134947326,SUV,Partial coverage,0,3286.569074294279,0,0,23,0
64,Unemployed,PLZ_09,555,23,70149.83645524664,Mid-range,Partial coverage,2,14189.00120622618,0,1,41,0
42,Unemployed,PLZ_01,512,22,16917.799654397364,SUV,Partial coverage,1,24352.536991405104,1,1,34,1
46,Student,PLZ_03,696,30,42049.1642515662,Luxury,Comprehensive,2,9471.772286287369,1,0,14,0
73,Unemployed,PLZ_02,788,9,53546.31420354681,Sports car,Comprehensive,2,16189.111734850567,1,1,2,0
41,Student,PLZ_06,569,18,33574.72258837589,Mid-range,Liability,0,12500.718119636285,1,1,32,0
69,Unemployed,PLZ_09,795,18,75988.2813699874,Mid-range,Partial coverage,0,7850.424051080067,1,1,2,0
48,Student,PLZ_02,509,30,44271.13735712848,Compact,Partial coverage,2,12792.298956317974,0,0,40,0
31,Student,PLZ_07,746,26,35365.176806514195,Mid-range,Liability,2,10525.324465367192,1,1,0,0
66,Employed,PLZ_01,693,24,50371.39195428403,Luxury,Partial coverage,3,10063.969216334823,0,1,19,0
18,Student,PLZ_10,418,14,65897.74166677993,Compact,Liability,2,12340.655678758683,1,1,45,0
22,Employed,PLZ_10,576,0,21533.11503758357,SUV,Liability,0,13609.136418354714,0,0,24,1
49,Unemployed,PLZ_10,594,2,73798.20608024509,Sports car,Comprehensive,2,13600.19293799367,1,0,27,1
65,Unemployed,PLZ_04,749,16,26144.946957774548,Sports car,Partial coverage,1,11716.223156988932,1,1,21,0
34,Self-employed,PLZ_01,632,7,51100.97556004296,Mid-range,Comprehensive,4,11623.078166584608,0,1,21,0
48,Employed,PLZ_01,644,14,57705.411533597144,Sports car,Liability,1,18323.142717397102,0,1,41,0
20,Student,PLZ_10,668,25,72296.96280929532,SUV,Liability,0,10230.33365215157,1,1,0,0
47,Self-employed,PLZ_07,657,0,50516.32814409632,Sports car,Comprehensive,4,18234.43516118831,0,0,60,0
54,Student,PLZ_10,617,13,75246.18441536659,Compact,Partial coverage,4,2220.362687480015,1,0,25,0
53,Student,PLZ_05,347,15,57323.04680238849,Mid-range,Comprehensive,1,4182.268075231877,1,1,20,0
57,Unemployed,PLZ_08,656,30,63638.236299605815,Luxury,Comprehensive,0,26967.468710639885,1,0,9,0
58,Unemployed,PLZ_02,566,20,62505.23029016124,Sports car,Partial coverage,0,17702.417947964597,0,1,23,0
50,Self-employed,PLZ_06,687,14,48534.681289676315,Sports car,Comprehensive,0,15238.896109975442,1,0,24,0
21,Self-employed,PLZ_09,548,16,71437.12023660004,Mid-range,Comprehensive,3,5578.83152087904,1,0,34,0
80,Self-employed,PLZ_03,727,4,27563.183673723513,Compact,Liability,2,6183.560431083729,1,0,21,1
64,Unemployed,PLZ_06,617,17,17739.82091710919,Mid-range,Liability,2,15641.871260821064,0,0,48,1
32,Employed,PLZ_09,523,13,14256.222446586004,Luxury,Comprehensive,0,14673.80207838636,1,1,12,0
54,Unemployed,PLZ_03,702,17,42648.29534273334,Mid-range,Partial coverage,0,10453.765353213472,1,1,15,0
47,Student,PLZ_05,531,24,74007.3485846303,Mid-range,Comprehensive,2,7277.1515314308745,0,1,30,0
78,Self-employed,PLZ_06,760,26,46485.523603096015,Sports car,Comprehensive,0,16803.711599293423,1,1,16,0
18,Unemployed,PLZ_01,500,8,70236.94750038772,Luxury,Liability,2,12822.136801954639,0,1,29,0
47,Self-employed,PLZ_08,666,14,12308.61678132337,SUV,Comprehensive,0,16034.447018258785,1,1,19,1
22,Unemployed,PLZ_10,562,16,58004.32904240534,Compact,Partial coverage,2,17041.09024527925,1,0,30,0
39,Employed,PLZ_03,505,11,78689.7552345772,Mid-range,Partial coverage,2,15108.874453616303,0,0,23,0
47,Student,PLZ_10,850,19,44103.3601360071,SUV,Liability,1,1664.1673775917252,1,0,20,1
45,Employed,PLZ_08,500,2,63867.9219973937,Sports car,Liability,2,37133.27796552422,0,1,60,1
43,Self-employed,PLZ_01,432,9,42562.38068833863,Luxury,Partial coverage,2,15899.388209365232,1,0,39,0
29,Student,PLZ_04,596,2,69508.57242915657,Luxury,Partial coverage,4,2683.891033580093,1,1,33,0
61,Employed,PLZ_04,722,15,47598.01155058633,Sports car,Partial coverage,1,4501.983239140571,1,1,0,0
61,Student,PLZ_08,452,18,16573.689883149444,Sports car,Comprehensive,2,6383.580557062934,0,0,17,0
54,Student,PLZ_04,488,11,19368.50442373469,Compact,Comprehensive,2,11771.870152327563,0,0,44,0
49,Student,PLZ_04,669,15,29174.951586568466,SUV,Partial coverage,0,26698.74747522528,1,0,20,1
45,Unemployed,PLZ_07,702,30,77553.74403667006,Mid-range,Liability,2,6964.005844324806,1,1,39,0
50,Self-employed,PLZ_10,628,22,50452.408008143015,Sports car,Comprehensive,1,15360.594741183906,1,0,10,0
57,Employed,PLZ_08,604,23,39213.909066097134,Luxury,Liability,1,2313.72128752416,0,0,27,0
18,Self-employed,PLZ_06,425,12,30009.672701421565,Sports car,Comprehensive,2,4801.584998181095,0,0,37,0
65,Student,PLZ_04,476,23,70454.02986314821,Sports car,Partial coverage,0,10662.658309429811,1,1,14,0
54,Student,PLZ_07,803,17,24928.438781978068,Luxury,Comprehensive,2,11749.465701710436,0,1,34,0
47,Student,PLZ_09,465,14,38286.45583088691,Luxury,Liability,1,11122.53323795426,0,0,45,0
46,Student,PLZ_02,606,19,11768.899183755895,Luxury,Liability,2,1783.8898119300713,0,0,25,0
18,Student,PLZ_03,505,2,31024.046281701845,Sports car,Partial coverage,3,26776.332663689707,0,0,53,1
43,Student,PLZ_01,694,20,70291.9852027412,Mid-range,Comprehensive,0,10972.558239229542,0,1,28,0
77,Self-employed,PLZ_07,622,16,6730.621388485441,Luxury,Partial coverage,1,998.7761979304113,1,0,39,0
47,Unemployed,PLZ_06,579,0,4198.09093013507,Compact,Comprehensive,1,43479.201180238946,0,0,48,1
44,Unemployed,PLZ_10,330,15,35218.51623400752,Compact,Liability,3,4264.714330784095,1,0,26,0
52,Self-employed,PLZ_08,540,7,53795.270754104655,Mid-range,Comprehensive,0,16163.969850185042,1,1,13,0
52,Self-employed,PLZ_02,643,9,3875.3435904219564,Mid-range,Liability,4,7390.6281027916375,0,1,32,1
63,Self-employed,PLZ_05,704,16,38419.059255740765,Sports car,Liability,1,24078.29217335014,0,1,30,0
49,Self-employed,PLZ_01,541,6,4089.3119547299757,Compact,Partial coverage,0,1862.8874051019573,1,0,0,0
59,Employed,PLZ_10,473,16,53585.16007842216,Mid-range,Partial coverage,0,22238.257394751163,0,1,13,0
68,Unemployed,PLZ_09,531,10,56861.0793291353,SUV,Partial coverage,3,11385.706066004655,1,1,46,0
80,Unemployed,PLZ_02,502,30,72082.74533307987,Compact,Comprehensive,0,2899.283304546146,0,1,0,0
80,Self-employed,PLZ_07,461,10,75588.95928714864,Sports car,Liability,3,3184.5529812835834,0,1,16,1
39,Employed,PLZ_07,773,16,63300.33507880414,Mid-range,Partial coverage,2,13208.024695463571,1,0,17,0
80,Self-employed,PLZ_04,845,21,41845.11139288114,Sports car,Partial coverage,0,499.0784770503568,1,0,7,0
36,Unemployed,PLZ_06,630,10,17706.554918623657,SUV,Partial coverage,1,8579.97831729689,1,1,24,0
52,Employed,PLZ_02,602,1,55332.65128559434,Luxury,Partial coverage,2,7544.185353935341,0,1,26,0
58,Student,PLZ_02,369,11,78219.06776393927,SUV,Partial coverage,3,4040.0905829019375,0,0,14,0
55,Student,PLZ_09,685,30,69632.05844502125,Compact,Liability,0,2966.1308386588976,1,1,19,0
44,Student,PLZ_01,488,2,47595.51196575204,Luxury,Partial coverage,4,6849.99054747626,0,1,31,0
67,Student,PLZ_06,572,16,73266.81106540492,Compact,Comprehensive,2,4838.457083642031,1,0,0,0
35,Employed,PLZ_01,523,11,30394.705304283696,Mid-range,Comprehensive,3,32967.915690188594,0,0,45,1
71,Self-employed,PLZ_06,685,19,46282.373493736406,Mid-range,Partial coverage,0,4534.1104240166715,0,0,23,0
33,Unemployed,PLZ_04,598,18,40121.62742939176,Sports car,Liability,0,4152.493730828168,0,1,1,0
75,Employed,PLZ_05,526,14,41842.59677155166,Compact,Partial coverage,1,17352.33367514737,0,0,39,1
66,Student,PLZ_04,697,16,77971.29501710832,Luxury,Liability,0,4013.0938758854318,1,0,14,0
59,Employed,PLZ_05,582,19,20006.11456335308,Luxury,Comprehensive,0,1476.989500821555,1,1,6,0
38,Unemployed,PLZ_03,445,2,4464.866612218683,Luxury,Liability,1,9646.857687008574,0,1,29,1
46,Employed,PLZ_06,572,16,1636.668898858414,Mid-range,Comprehensive,0,3341.854668119231,1,1,11,1
52,Student,PLZ_01,656,21,17316.894486621357,SUV,Comprehensive,1,5286.348949776169,1,1,4,0
51,Employed,PLZ_02,589,17,45830.7266889785,Mid-range,Liability,0,9892.057976305492,1,1,6,0
67,Self-employed,PLZ_06,552,24,62740.25804630936,Luxury,Comprehensive,1,2746.2538437348467,0,1,60,0
79,Employed,PLZ_09,536,21,20430.38028336539,Sports car,Partial coverage,2,37085.79836260057,0,1,14,1
50,Employed,PLZ_05,460,21,15357.237018700458,Luxury,Partial coverage,1,12006.116743472126,1,0,12,0
44,Student,PLZ_02,741,6,32238.824349938863,Luxury,Liability,1,62280.715306871585,1,1,25,1
45,Student,PLZ_05,610,29,56753.493439936785,SUV,Comprehensive,0,8085.096154013221,0,1,20,0
47,Unemployed,PLZ_06,668,17,18221.919710442726,Sports car,Comprehensive,2,14878.870139692961,0,1,24,0
25,Unemployed,PLZ_02,374,10,51356.65276973841,Sports car,Partial coverage,2,5915.296304153606,0,1,38,0
32,Unemployed,PLZ_10,540,21,38882.389293021784,SUV,Comprehensive,2,9190.727658108777,1,0,18,0
76,Student,PLZ_07,512,10,10355.255017598427,Compact,Partial coverage,2,30916.62575311436,0,0,32,1
54,Employed,PLZ_08,584,7,34875.76724666441,SUV,Comprehensive,2,7875.942868472827,0,0,39,0
39,Employed,PLZ_08,704,27,23502.050641150334,Luxury,Comprehensive,0,18516.628669948557,1,1,17,0
63,Self-employed,PLZ_06,571,10,45176.34743036863,Mid-range,Partial coverage,2,28921.463371853915,1,1,36,0
33,Student,PLZ_04,684,8,55258.99151889937,Luxury,Comprehensive,2,17798.822848091633,0,1,22,0
30,Student,PLZ_02,601,10,76040.86425043113,Sports car,Partial coverage,2,4593.646175183787,0,1,28,0
31,Unemployed,PLZ_10,506,6,53136.30463426459,SUV,Partial coverage,2,29425.92457314529,0,1,26,0
73,Self-employed,PLZ_01,483,13,8930.655433433256,Sports car,Liability,2,23966.591913421944,0,0,54,1
40,Student,PLZ_08,604,9,48129.54576491329,Sports car,Partial coverage,1,24483.15837058601,0,0,37,0
18,Unemployed,PLZ_05,565,28,60653.6160057087,Luxury,Partial coverage,1,5893.270507806678,1,1,15,0
70,Unemployed,PLZ_09,622,19,37002.48617580433,Sports car,Partial coverage,2,17598.853413352586,1,0,43,0
49,Self-employed,PLZ_08,638,11,48341.526028959954,Compact,Liability,3,23795.708771012403,1,1,22,0
20,Unemployed,PLZ_02,560,8,33415.34408706245,Luxury,Liability,3,2166.2205690268606,1,0,34,1
47,Unemployed,PLZ_09,582,13,12445.03115222082,Mid-range,Liability,0,15931.806961889974,0,0,22,0
54,Student,PLZ_04,474,9,19781.309735476265,Luxury,Comprehensive,2,36050.03619970901,1,0,23,1
60,Unemployed,PLZ_03,494,15,41569.032328108275,Sports car,Partial coverage,0,2343.593338360354,1,1,30,0
76,Employed,PLZ_09,737,7,58091.91773806525,Mid-range,Partial coverage,3,8527.010587145633,1,1,8,0
33,Unemployed,PLZ_02,509,14,43718.84961101619,Luxury,Liability,1,1197.8048346359917,1,0,20,0
61,Employed,PLZ_06,711,20,44987.56859150532,Sports car,Comprehensive,0,16522.112445573934,1,0,0,0
28,Student,PLZ_10,459,0,34019.03695506917,Compact,Comprehensive,2,4514.951022542693,0,0,49,0
28,Unemployed,PLZ_07,726,19,17922.449769332223,Sports car,Partial coverage,1,5853.594883695915,1,1,21,0
73,Unemployed,PLZ_08,850,29,28884.428062923515,Compact,Partial coverage,0,12912.858295939597,1,1,0,1
56,Employed,PLZ_03,606,12,15026.752449169013,SUV,Comprehensive,0,9705.598765297875,1,1,54,0
54,Self-employed,PLZ_10,582,27,54310.67943848696,Sports car,Comprehensive,0,1822.1394578269553,0,1,34,0
56,Employed,PLZ_02,492,30,52937.39653791449,Sports car,Liability,1,3540.3997145689586,1,1,18,0
34,Employed,PLZ_02,396,14,57249.903413768356,Compact,Partial coverage,4,5923.5851683416095,0,0,40,0
31,Employed,PLZ_02,377,8,9657.894951519635,Compact,Liability,1,9323.740585118076,1,0,37,0
49,Student,PLZ_10,502,15,29995.767966992305,Luxury,Liability,1,6518.989277675673,0,0,24,0
65,Employed,PLZ_07,363,4,57952.91872392659,Compact,Comprehensive,0,16361.441839774783,0,0,34,0
74,Self-employed,PLZ_10,714,9,65699.69050932761,Mid-range,Comprehensive,3,4540.048625728464,1,1,28,0
53,Employed,PLZ_04,535,0,79167.86306619846,Sports car,Liability,3,13891.664254264873,1,1,55,0
57,Self-employed,PLZ_07,663,16,75640.36420616595,Mid-range,Liability,0,9628.386140435827,1,1,11,0
53,Unemployed,PLZ_06,702,5,10970.110866807263,SUV,Partial coverage,1,10577.193481775455,0,0,30,0
49,Employed,PLZ_04,488,19,63076.59215230277,SUV,Comprehensive,0,12620.433171672963,0,1,23,0
30,Unemployed,PLZ_05,469,6,53309.82537333058,Mid-range,Partial coverage,1,12789.1464623191,0,1,27,0
54,Student,PLZ_08,457,20,2854.240774221452,SUV,Partial coverage,0,13886.287911073723,1,0,7,1
38,Student,PLZ_06,782,27,72476.59621130182,Sports car,Partial coverage,0,14618.1306776552,0,1,0,0
47,Unemployed,PLZ_03,509,22,40118.17068169825,Sports car,Comprehensive,0,10245.78561645351,0,1,20,1
73,Self-employed,PLZ_10,584,11,62022.39710943419,Luxury,Partial coverage,2,2811.065099418968,0,0,24,0
54,Unemployed,PLZ_08,610,11,44541.359305494145,Luxury,Comprehensive,3,20632.032145953588,0,0,51,0
42,Employed,PLZ_07,813,22,26921.15769577399,Compact,Liability,0,19502.576004989827,0,1,7,0
43,Self-employed,PLZ_04,527,19,39536.125344954,Compact,Partial coverage,2,1552.4635272414544,0,1,32,0
25,Employed,PLZ_02,496,11,66635.63975663389,SUV,Partial coverage,5,6057.493405182213,0,1,45,0
50,Unemployed,PLZ_02,532,25,17462.226854143406,Luxury,Comprehensive,0,7053.8800614855845,0,1,20,0
72,Unemployed,PLZ_02,845,8,44594.2769964306,Compact,Partial coverage,0,9279.196982935375,0,1,32,1
61,Employed,PLZ_02,607,11,50440.17889289645,Luxury,Comprehensive,4,3933.8665856243697,1,1,16,0
80,Student,PLZ_08,607,22,47289.44731501023,SUV,Comprehensive,2,11448.213965710986,1,1,31,0
65,Unemployed,PLZ_05,525,16,32172.521369122453,SUV,Liability,2,7555.478588255694,1,0,34,0
56,Employed,PLZ_10,755,16,14015.846496513519,SUV,Partial coverage,0,10088.246788784403,1,1,19,0
52,Unemployed,PLZ_07,526,5,21660.570649920544,Luxury,Comprehensive,4,22520.718331314354,0,0,29,1
52,Employed,PLZ_07,742,24,37121.84792022745,Compact,Comprehensive,1,6211.873337214637,1,1,20,0
41,Unemployed,PLZ_02,739,8,17316.59155148102,SUV,Comprehensive,0,8935.90178357645,1,1,0,0
64,Self-employed,PLZ_08,511,16,58613.00079736954,Compact,Comprehensive,0,7136.695846425757,0,0,23,0
76,Self-employed,PLZ_06,829,24,22978.16919196112,Luxury,Partial coverage,0,4715.4677472786425,1,0,0,0
47,Student,PLZ_08,646,12,16610.49556748367,Mid-range,Comprehensive,1,3872.3941884701644,1,1,20,0
38,Unemployed,PLZ_03,316,6,29098.003903115794,Compact,Comprehensive,5,49711.818525783376,0,0,57,1
68,Employed,PLZ_03,501,12,18833.898179635296,Mid-range,Liability,0,14006.798070151424,0,0,41,1
68,Student,PLZ_10,682,19,56711.37203600528,Mid-range,Partial coverage,0,14773.692505503519,0,0,21,0
28,Employed,PLZ_03,694,14,64094.721825999346,SUV,Liability,1,6081.083898118126,0,0,26,0
53,Employed,PLZ_09,766,20,34144.05345206623,Compact,Comprehensive,0,14221.485593414927,1,1,20,0
46,Employed,PLZ_06,412,15,53355.968732237816,Compact,Liability,1,13591.468194565432,1,1,22,0
63,Unemployed,PLZ_09,562,0,16585.79793566256,SUV,Comprehensive,1,4784.865084502728,0,0,18,1
70,Unemployed,PLZ_02,711,9,27539.23507317824,Luxury,Liability,1,8570.112573399829,0,1,0,0
61,Self-employed,PLZ_10,528,0,13128.022121647753,Compact,Partial coverage,3,26536.98871173407,0,0,26,1
32,Unemployed,PLZ_09,686,17,17684.493875942317,Mid-range,Liability,0,16536.528421048657,0,0,41,1
34,Self-employed,PLZ_10,621,15,38382.91884413401,Sports car,Partial coverage,3,15033.028658794909,1,0,23,1
69,Unemployed,PLZ_03,539,29,52124.73985420616,Sports car,Comprehensive,0,3493.978036441727,1,0,12,0
34,Unemployed,PLZ_10,421,2,12329.101019818672,Mid-range,Comprehensive,1,18136.846156035648,0,0,50,1
28,Unemployed,PLZ_10,646,25,42792.41511354667,Mid-range,Comprehensive,1,1884.6494834080886,1,1,0,0
56,Student,PLZ_08,682,0,37438.36562392808,Compact,Comprehensive,1,7676.173122733837,0,1,20,0
46,Self-employed,PLZ_03,670,18,1936.1292770444284,Luxury,Comprehensive,1,5549.930034648174,1,0,2,1
80,Student,PLZ_04,502,20,70092.38811722462,Luxury,Comprehensive,0,5853.260875917234,0,1,18,0
51,Self-employed,PLZ_09,453,13,46706.18115182163,Compact,Comprehensive,3,9106.049618610503,1,0,38,0
54,Student,PLZ_10,695,14,21544.519176943155,SUV,Liability,3,11223.061474619675,0,1,27,0
48,Student,PLZ_04,616,19,48172.154688265284,Sports car,Partial coverage,1,5182.527744529883,1,0,34,0
77,Unemployed,PLZ_06,650,8,74400.58749252133,Mid-range,Liability,1,8588.399746734493,1,0,25,0
51,Unemployed,PLZ_07,664,18,2556.008229890281,Luxury,Partial coverage,0,35492.18727297523,1,1,34,1
47,Student,PLZ_10,517,19,76216.8039698437,SUV,Liability,0,10890.909070921996,1,1,47,0
38,Employed,PLZ_02,565,18,52822.246237528474,Sports car,Comprehensive,1,4901.367201358991,1,0,0,0
48,Self-employed,PLZ_07,546,12,43562.23034312379,Mid-range,Comprehensive,0,3697.6184693590253,1,0,51,0
44,Self-employed,PLZ_04,750,20,32362.039597765048,Compact,Comprehensive,0,8638.45394446015,1,0,26,0
72,Unemployed,PLZ_07,765,24,11435.098809759518,SUV,Comprehensive,0,3067.7299704542543,1,0,8,0
21,Self-employed,PLZ_03,431,24,2429.054050679524,Mid-range,Comprehensive,0,26134.721936796508,0,0,19,1
51,Unemployed,PLZ_01,643,8,35331.941714952896,Compact,Liability,0,2750.366628559913,1,0,9,0
53,Employed,PLZ_09,623,0,44557.748785420525,Mid-range,Liability,1,33473.13219062097,0,0,32,1
50,Unemployed,PLZ_07,356,12,79178.39650582956,Compact,Partial coverage,3,9148.3525438741,1,1,49,0
35,Unemployed,PLZ_02,550,9,42508.423935664745,Compact,Partial coverage,3,21607.15048107598,1,0,2,0
50,Student,PLZ_05,369,8,56705.78399814496,Sports car,Partial coverage,4,7416.136494704602,0,0,60,0
37,Employed,PLZ_04,540,15,50913.52925982994,SUV,Liability,3,14431.350084986432,0,1,24,0
46,Unemployed,PLZ_10,310,16,70457.66214132097,Luxury,Liability,1,16579.84662954746,0,1,45,0
62,Self-employed,PLZ_07,774,15,39485.657736160945,Sports car,Comprehensive,1,6604.484698053072,0,1,4,0
44,Unemployed,PLZ_02,417,0,14941.81621707472,Luxury,Partial coverage,5,15264.467414908717,1,0,58,1
29,Student,PLZ_08,400,1,19674.795166804124,Sports car,Comprehensive,2,28985.330572239753,0,0,49,1
67,Self-employed,PLZ_07,632,13,29339.28332225036,Compact,Liability,0,9833.42168788219,1,0,31,0
49,Employed,PLZ_03,472,4,15987.249999690217,Sports car,Liability,1,2370.912047748701,0,0,20,0
54,Student,PLZ_06,404,9,63568.50932341942,Compact,Liability,4,4565.474587734671,0,1,34,0
73,Self-employed,PLZ_09,759,16,30198.72555261861,SUV,Liability,0,3361.548474095606,0,1,8,0
70,Unemployed,PLZ_01,820,15,31080.365539752118,Mid-range,Liability,0,1582.1117564512524,1,0,27,0
62,Employed,PLZ_01,488,12,40537.98152160855,Compact,Comprehensive,1,24570.19539640311,0,0,49,0
52,Employed,PLZ_09,702,3,23704.722996232413,Luxury,Liability,1,9175.456397563856,0,0,29,0
60,Student,PLZ_01,624,7,10889.441058020093,Compact,Liability,0,6004.5215212983885,0,0,0,0
57,Self-employed,PLZ_01,508,10,59049.35475454782,Compact,Partial coverage,0,5638.600204955613,0,1,32,0
40,Student,PLZ_02,610,28,47696.57853546818,Luxury,Comprehensive,0,8560.90037529677,1,1,9,0
